UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Harry.,@HarryGodfirst,2023-04-08T03:59:14.000Z,"Harry.
@HarryGodfirst
·
Apr 8",Haya ni MAAMUZI mengine ya HOVYO ya BISWALO na MAGUFULI. Biswalo alidai kuwa katika watu zaidi ya 200 huwezi kubaini aliyefyatua RISASI lakini wakati ule KOPLO RIZIKI alitoa USHAHIDI wake MAHAKAMANI na mpaka leo yupo uraiani kama alivyo BISWALO. WAHUNI.,,2,20,93,"['https://pbs.twimg.com/media/FtKd43QWYAE80b5?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FtKd5wSXsAA7aL_?format=jpg&name=360x360']",https://twitter.com/HarryGodfirst/status/1644550442418929665
Mtoto wa Afrika,@MtotoAfrika_,2023-04-08T14:33:15.000Z,"Mtoto wa Afrika
@MtotoAfrika_
·
Apr 8","Hii ndo hutokea Ukimpa mimba mtoto wa Watu kabla ya Kuoana Rasmi nchini Sudan ya Kusni , Kaka, Shangazi na Wajomba wa Binti wanakufuata na kukuadhibu vikali maana ni Dharau kubwa kwa mila zao Binti kupata Mimba akiwa bado hajaolewa. Adhabu zao ni...",,8,8,180,['https://pbs.twimg.com/media/FtMuiBxXoAAWQm1?format=jpg&name=small'],https://twitter.com/MtotoAfrika_/status/1644709998411366405
sKanyika,@skanyika_,2023-04-09T19:19:26.000Z,"sKanyika
@skanyika_
·
Apr 9","Watu wanaoendesha account mbalimbali za mabus, kuna jambo kubwa sana la kujifunza toka kwa 
@KilimanjaroBus
 jamaa anajua nini anafanya
Scania ni nyeupe",🤝 ⚪,2,1,68,['https://pbs.twimg.com/media/FtS6FHJXgAECFGR?format=jpg&name=small'],https://twitter.com/skanyika_/status/1645144408583544834
Sobo,@iam_sobo,2023-04-08T07:05:45.000Z,"Sobo
@iam_sobo
·
Apr 8","Taarifa, Vincent Kompany next season ndani ya EPL ni balaa hapa Vincent amebadilisha Mfumo wa uchezaji wa Burnley nowadays inapiga positioning football sio watu wa Long balls na low blocks kama tulivyowazoea back then.. ",👀,3,3,38,['https://pbs.twimg.com/media/FtLIlT-WIAEzuxd?format=jpg&name=small'],https://twitter.com/iam_sobo/status/1644597382703640576
Creative Vans,@vans_graphics,2023-04-05T05:55:27.000Z,"Creative Vans
@vans_graphics
·
Apr 5","Haijawahi Tokea....!!! 

Nahitaji Watu 5 Wa mwanzo niwatengenezee Logo Bure....

Unachotakiwa kufanya ni Kuretweet, Follow afu weka Jina la biashara na inahusiana na nini..

{ TWENDE KAZI }",👇 👇,23,28,54,['https://pbs.twimg.com/media/Fs7bvGBXsAAx_rz?format=jpg&name=small'],https://twitter.com/vans_graphics/status/1643492528149217282
Idrisa K Rubibi,@Rubibi_idrisa,2023-04-10T05:13:40.000Z,"Idrisa K Rubibi
@Rubibi_idrisa
·
Apr 10","“Usalama wa Taifa ni watu walitakiwa kulitetea Taifa na sio kutumika kulikandamiza wananchi ifikie hatua watumishi wa serikali wajue wanatumikia wananchi na madaraka yapo kwa wananchi” — 
@DEUSDEDITHSOKA
 #KatibaMpya #WenyeNchiWananchi https://youtube.com/live/vpRxiiTYBNw?feature=share…",,1,22,8,['https://pbs.twimg.com/media/FtVCIC_WcAAtFsm?format=jpg&name=small'],https://twitter.com/Rubibi_idrisa/status/1645293951799140353
Maxon Airo,@MaxonAiro,2023-04-04T15:06:59.000Z,"Maxon Airo
@MaxonAiro
·
Apr 4","Chelsea  Liverpool 
Niko na stake ya watu kumi 
Ni easy 
1. Comment with your CS 
2. Share this post and mention/tag 3 of your best friends 
3. You must have a #1xbet account
Register now> http://clcr.me/99vmHQ
Promocode: MAXON10 gets you a 200% BONUS on your 1st…",⚡ 🆚 ⚡ 🎁 ✅,59,45,59,['https://pbs.twimg.com/media/Fs4QYj2WcAY1QYW?format=jpg&name=small'],https://twitter.com/MaxonAiro/status/1643268935834271744
Kassala,@Vicent_Kassala,2023-04-13T06:31:44.000Z,"Kassala
@Vicent_Kassala
·
34m","TBC
#MizaniyaWiki

Ubadhilifu Ripoti ya CAG:
""Sheria zinapaswa kuwawajibisha watu ambao ni wabadhirifu na wanaoendelea kuhujumu mali za umma. Taasisi kama TAKUKURU na nyinginezo zinapaswa kutumia sheria kusimamia haya."" 
@SemuDorothy",,,,1,['https://pbs.twimg.com/media/Ftkwwm2WIAA3hPN?format=jpg&name=small'],https://twitter.com/Vicent_Kassala/status/1646400758454136834
MeaMswahili,@meamswahili,2023-04-12T09:26:02.000Z,"MeaMswahili
@meamswahili
·
21h","“Tunao watu wa kutuvusha salama kwenye mchezo huu. Ni wakati wao wachezaji kuandika historia kubwa kwenye KariakooDerby.”

“Sisi kama menejimenti tunafanya kila kitu kwa upande wetu kuhakikisha tunapata ushindi, na nyie kama mashabiki fanyeni jukumu lenu kwa kununua tiketi na",,1,2,51,['https://pbs.twimg.com/media/FtgPD1RXoAEI50_?format=jpg&name=small'],https://twitter.com/meamswahili/status/1646082235735343104
THINK BIG,@thinkbig2025,2023-04-09T16:27:09.000Z,"THINK BIG
@thinkbig2025
·
Apr 9","Ahsante Rais Samia kwa kuendelea kufoka kwa kalamu, hii nchi watu walishazoea kusikia Rais anatumbua watu kwa kelele, lakini wewe Rais wetu ni wa tofauti sana, umempa CAG bajeti na Uhuru wa kufanya kazi na umeelekeza hatua za kisheria zichukuliwe kwa wahusika Huo ndio Uongozi.",,8,7,23,['https://pbs.twimg.com/media/FtSSoKbX0AEvc6q?format=jpg&name=small'],https://twitter.com/thinkbig2025/status/1645101049751957504
Deograsius Andrew,@Deodravis,2023-04-11T06:35:40.000Z,"Deograsius Andrew
@Deodravis
·
Apr 11","Lakini pia Uchina ni soko kubwa la bidhaa nyingi duniani. Taifa hili lenye idadi ya watu zaidi ya bilion 1.4 ambayo ni karibu robo ya watu wote duniani. Ndio soko kubwa la bidhaa toka mataifa makubwa kama Japan, Korea, Urusi, Marekani na Mengineyo. Ikifuatiwa na India.",,1,,28,['https://pbs.twimg.com/media/FtaefNCXsAEaUTD?format=jpg&name=small'],https://twitter.com/Deodravis/status/1645676975330041856
Peter Madeleka,@PMadeleka,2023-04-04T11:18:54.000Z,"Peter Madeleka
@PMadeleka
·
Apr 4",Mimi ninachofahamu ni kwamba ZIMEBAKI SIKU CHACHE SANA kabla BISWALO MGANGA HAJAWAJIBISHWA KIJINAI. Hakuna namna nyingine ambayo ANAWEZA KULINDWA. Zoezi la PLEA BARGAIN limeumiza watu wengi sana WASIO NA HATIA.,,19,54,228,['https://pbs.twimg.com/media/Fs3cLceWwAcXiW1?format=jpg&name=small'],https://twitter.com/PMadeleka/status/1643211537358925827
𝐖 𝐀 𝐊 𝐔 𝐊 𝐀 𝐘 𝐀,@lautz255,2023-04-07T05:19:52.000Z,"𝐖 𝐀 𝐊 𝐔 𝐊 𝐀 𝐘 𝐀
@lautz255
·
Apr 7","IJUMAA KUU NI NINI? NA KWA NINI  IITWE KUU? 
JE IPO KIMAANDIKO? 

UZI 

JEHOVAH SHALOM, Watu wa MUNGU karibu kuifahamu IJUMAA KUU (SIKU YA UKOMBOZI)

Biblia Inasema..
""Kwa kupigwa kwake sisi Tumekombolewa""
1 Petro 2:24

Let's Goo...",🧵,15,24,66,"['https://pbs.twimg.com/media/FtFmwq5aAAArim9?format=jpg&name=small', 'https://pbs.twimg.com/media/FtFmxS9aMAIsXRF?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FtFmxn1akAEuURG?format=jpg&name=360x360']",https://twitter.com/lautz255/status/1644208344972898305
TEUME!,@treasuremenfess,2023-04-03T22:45:13.000Z,"TEUME!
@treasuremenfess
·
Apr 4
Automated",Teume! Diliat2 kaos satu2nya di dunia ini sudah full dengan ttd beserta tulisan2 ya semalem baru ttd asahwanyoungz ni dah ampe kerah,🤡 😃 🤯,1,33,422,['https://pbs.twimg.com/media/Fs0vrouaIAIMetm?format=jpg&name=small'],https://twitter.com/treasuremenfess/status/1643021867471745025
D̶A̶K̶T̶A̶R̶I̶ ̶W̶A̶ ̶M̶C̶H̶O̶N̶G̶O̶ ,@phan_wa_2,2023-04-07T16:21:11.000Z,"D̶A̶K̶T̶A̶R̶I̶ ̶W̶A̶ ̶M̶C̶H̶O̶N̶G̶O̶ 
@phan_wa_2
·
Apr 7
Automated","Hakuna ubishi mpaka sasa Anko Yakubu ndio midfielder hatari dunia ukiangalia namna anavyomiliki na kusambaza mipira uwanjani utagundua kwamba Partey 1 ni sawa combination ya wakata kuni wote wa Manjesta utd,liverpool na chelsea...

N:b yuko fit kula nyama ya jogoo ",😎,3,6,33,['https://pbs.twimg.com/media/FtH-IIvWYAIqXjD?format=jpg&name=small'],https://twitter.com/phan_wa_2/status/1644374771176464389
EastAfricaRadio,@earadiofm,2023-04-12T15:05:11.000Z,"EastAfricaRadio
@earadiofm
·
16h","MBUNGE ALIA BUNGENI AKICHANGIA “Hali ni Mbaya, Watu Wanauliwa na TEMBO, Tumelizungumzia Sana”
https://youtu.be/HutUZVnYITg",,3,2,42,['https://pbs.twimg.com/media/Fthcr0bWIAY4BAK?format=jpg&name=small'],https://twitter.com/earadiofm/status/1646167584016855040
Hilda Newton,@HildaNewton21,2023-04-10T07:33:12.000Z,"Hilda Newton
@HildaNewton21
·
Apr 10","“Tumepitia Ripoti hizi mbili za Ripoti ya CAG 2020-2021 na 2021-2022  watu hawa walipaswa kuchukuliwa hatua Philip Mpango alityekuwa waziri wa Fedha pamoja Mwigulu Madelu Nchemba ambaye ni waziri wa Fedha sasaivi, na makatibu wao”-; 
@JJMnyika
 Katibu Mkuu wa 
@ChademaTz",,4,46,224,['https://pbs.twimg.com/media/FtViD5xXwAAzxgp?format=jpg&name=small'],https://twitter.com/HildaNewton21/status/1645329066889805825
AL AMEEN FOUNDATION ( AIF ),@alameenAIF,2023-04-13T06:38:28.000Z,"AL AMEEN FOUNDATION ( AIF )
@alameenAIF
·
28m","Taasisi ya Al Ameen Foundation - AIF inapokea ZAKKATUL FITR na Kuzigawa kwa Wahusika Kwa Mwaka 2023
Kiwango Cha Kutoa Mchele Kg 2½ ( Mbili na Nusu ) Gharama yake Ni Tshs 7500
Watolee Watu wako ZAKKATUL FITR ili iwe  Safisho la Funga zetu.",,,,,"['https://pbs.twimg.com/media/FtkyTV-WAAAr11J?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FtkyTmEXoAAjLSm?format=jpg&name=360x360']",https://twitter.com/alameenAIF/status/1646402453561040896
LeiphySmiley,@leiphysmiley,2023-04-08T12:40:01.000Z,"LeiphySmiley
@leiphysmiley
·
Apr 8","Watu wa Meru ni leo 
@TuskerLager
 is bringing you #TuskerFest sherehe at your local joint pale checkmate lounge today.Come and catch great vibes and music from wakadinali wenyewe plus performances from your favourite artist.Turn up for Tusker fest pale checkmate lounge today. #ad",,,3,8,['https://pbs.twimg.com/media/FtMVGhHWAAM8iMy?format=jpg&name=900x900'],https://twitter.com/leiphysmiley/status/1644681503551496196
Namdi Azikiwe.,@NamdiAzikiwe,2023-04-11T11:04:39.000Z,"Namdi Azikiwe.
@NamdiAzikiwe
·
Apr 11","""Tunaenda kuwawajibisha wabunge,tunasema tuna mbunge Profesa vitu vinavyotokea kwenye ripoti yake ni vya aibu,tunadanganywa figure za hela yupo, masoko yanaambiwa vizimba havina watu lakini kuna watu wana shida na vizimba,mbunge huyo ana faida gani?Tunaenda kumshtaki kwa wananchi",,,4,10,['https://pbs.twimg.com/media/FtbcDNbXoAIHD8n?format=jpg&name=small'],https://twitter.com/NamdiAzikiwe/status/1645744664362795009
DEUSDEDITH SOKA,@DEUSDEDITHSOKA,2023-04-04T17:18:03.000Z,"DEUSDEDITH SOKA
@DEUSDEDITHSOKA
·
Apr 4","@SuluhuSamia
 @ikulumawasliano
 mnazingua sana kuendelea kumshikilia George Sanga na wenzake embu acheni ukandamizaji this Niga tatizo lake ni kuwa Chadema
Acheni kujifanya mpo kwenye maridhiano huku mnawaumiza watu wasiokua na hatia #FreePoliticalPrisoners 
#FreeGeorgSanga
Now.",,1,11,14,['https://pbs.twimg.com/media/Fs4uYopWYA4hXdV?format=jpg&name=small'],https://twitter.com/DEUSDEDITHSOKA/status/1643301919249530880
Idrisa K Rubibi,@Rubibi_idrisa,2023-04-10T05:43:46.000Z,"Idrisa K Rubibi
@Rubibi_idrisa
·
Apr 10","“Vituo vya polisi kuna watu wanapewa kesi ambazo sio zao, Nawafahamu watu waliotuhumiwa kwa kesi ya wizi wakapewa kesi za mauaji, mfumo wa jinai unakasoro nyingi #KatibaMpya ni suala la msingi kulinda haki za raia” — 
@mdudechadematz
 #KatibaMpya #WenyeNchiWananchi",,,16,5,['https://pbs.twimg.com/media/FtVJBGfWcAArGae?format=jpg&name=small'],https://twitter.com/Rubibi_idrisa/status/1645301524942168066
Babuwatanga,@Babuwatang,2023-04-13T04:43:38.000Z,"Babuwatanga
@Babuwatang
·
2h","Huyu Mama Ana Nafasi ya Kipekee katika Moyo Wangu. 
@SuluhuSamia
 

Yule Kambale kakaa miaka 6 madarakani hakuwahi kutoa Ajira katika kada ya Afya na Ualimu.

Halafu anatokea Chizi mmoja anasema kambale ni bora kuliko mama How..?

Kiongozi bora ni yule anae gusa maisha ya watu",,,2,3,['https://pbs.twimg.com/media/FtkYBNUXoAE8W3l?format=jpg&name=small'],https://twitter.com/Babuwatang/status/1646373554852593666
Kevin Moishyleez,@MoishyleezKevin,2023-04-10T07:30:53.000Z,"Kevin Moishyleez
@MoishyleezKevin
·
Apr 10","Utaambia nini watu ukikosa hii Battle Of The Choirs Competition?
Entry ni Kshs 50 and Kshs 100 for kids and adults respectively.
Come one, come all.
#BattleOfTheChoirs
Nairobi Choirs 
@SakajaJohnson
 @JNjorogeMuchiri
  @DJSoxxy
 @ShaffieWeru
@SilantoiSuzanne
Johnson Sakaja",,,3,,['https://pbs.twimg.com/media/FtVhiD4agAAWiS0?format=jpg&name=small'],https://twitter.com/MoishyleezKevin/status/1645328480001748993
mwewe,@mwewe_48,2023-04-03T18:37:34.000Z,"mwewe
@mwewe_48
·
Apr 3","Kwahiyo UFIPA mkishinda urais 2025 mabomba yote hayata toa maji yatatoa POMBE eti.
Maana viongozi wenu ndio hao wanataka GONGO ifanyiwe maboresho ili watu walewe zaidi sasa.
Ntobi ni mpumbavu sana na hakuna mtu kiazi kama huyu kutokea.
sasa hii inabidi kwenye mikutano isemewe",😎,16,7,38,"['https://pbs.twimg.com/media/Fsz27DWX0AAYrmr?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Fsz2954WIAUa2zI?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Fsz2_AlWYAEhVLK?format=jpg&name=small']",https://twitter.com/mwewe_48/status/1642959544232955904
Nickson Leting,@Nickii_master1,2023-04-09T12:38:27.000Z,"Nickson Leting
@Nickii_master1
·
Apr 9",#AD Watu wa Eastlando?Ni time & your squad pale city view  from 7pm!enjoy some reggae tunes with Pilsner Lager kwa bei http://poa.Buy 5bottles for only 1000 Bob and great vibes from garden boy You could also win cool merchandise with your Pilsner Lager #StandTallStrideOn,,,4,7,['https://pbs.twimg.com/media/FtReVP_XoAAunac?format=jpg&name=small'],https://twitter.com/Nickii_master1/status/1645043494409338880
Ahmad Faezal,@AhmadFaezal4,2023-04-06T10:18:48.000Z,"Ahmad Faezal
@AhmadFaezal4
·
Apr 6","Zaman dulu ada tujuh gergasi minyak Barat yang habis menguasai pasaran sumber alam Arab. 

Dunia bagi mereka ni banyak nama: Big Oil, Seven Sisters dan supermajors. Nama mereka tak penting. Yang penting satu jer:

Mereka ni hegemoni yang mencengkam dunia.",,1,1,15,['https://pbs.twimg.com/media/FtBhm_raIAAX0Y-?format=jpg&name=small'],https://twitter.com/AhmadFaezal4/status/1643921188761239554
Mwanaisha Mndeme,@Mwanaishamndeme,2023-04-11T07:00:09.000Z,"Mwanaisha Mndeme
@Mwanaishamndeme
·
Apr 11","""Mikopo ya Vijana, Wanawake na watu Wenye Ulemavu itolewe kupitia skimu ya hifadhi ya jamii ambapo fedha hizi zitakuwa ni mchango wa mamlaka za Serikali za Mitaa kwa wananchi wenye sifa.""",,2,14,20,['https://pbs.twimg.com/media/FtakDbrWwAA2nDX?format=jpg&name=small'],https://twitter.com/Mwanaishamndeme/status/1645683134573232128
C H A M P,@mpambazi,2023-04-08T05:38:03.000Z,"C H A M P
@mpambazi
·
Apr 8","MAFUTA BORA YA NGOZI

Yanasadia kutibu chunusi,
Yanasaidia kuondoa vikunyanzi vidogo vidogo usoni vinavyotokea kwenye ngozi ya watu wenye umri mkubwa,
Yanalainisha ngozi,
Yanakukinga na Fangasi sehemu nyeti na miguuni.
Bei: 1pc ni Tsh 15,000 & 16,000 
Call: 0759643067 #beyou",,1,20,43,"['https://pbs.twimg.com/media/FtK0d_qXsAAcSTi?format=jpg&name=small', 'https://pbs.twimg.com/media/FtK0gewXgAALH0o?format=jpg&name=360x360']",https://twitter.com/mpambazi/status/1644575311181369345
wakuja,@Be_FrankSr,2023-04-07T04:33:51.000Z,"wakuja
@Be_FrankSr
·
Apr 7","4. Teamgeist (2002 German)

Ni mpira uliotengenezwa na Adidas kwa kushirikiana na Molten kwa ajili ya kombe la Dunia la 2022 Ujerumani.

Licha ya Johann Vogel na David Beckham kuonesha kuwa na furaha baada ya uzinduzi wa mpira huu. Roberto Carlos na Paul Robinson walilalamika ",,2,,29,['https://pbs.twimg.com/media/FtFcPCmWcAA1dGf?format=jpg&name=small'],https://twitter.com/Be_FrankSr/status/1644196764671438848
MwanaHabari,@MwanaHabariNews,2023-04-09T06:48:41.000Z,"MwanaHabari
@MwanaHabariNews
·
Apr 9","""Kusaidia watu ni kitu ambacho Mungu ameniongoza kukifanya kwa moyo, na ilikuwa ni ahadi yangu kwa Mungu miaka mingi sana wakati nilipokuwa na kipato cha kawaida sana nilikuwaga nikamwambia Mungu siku moja ukinipa fedha napenda nisaidie kila mtu,yalikuwa ni maono yangu"" Geordavie",,3,4,41,['https://pbs.twimg.com/media/FtQORvzX0AAyH6E?format=jpg&name=small'],https://twitter.com/MwanaHabariNews/status/1644955475279065089
Necto Kitiga,@NectoKitiga,2023-04-11T10:17:51.000Z,"Necto Kitiga
@NectoKitiga
·
Apr 11","""Mfumo wa Serikali za mitaa LGRCIS ukilipa mfumo unaonyesha nani aliyefanya malipo,ukienda kwenye mfumo kuna risiti zilitoka za madai lakini watu wale hawakulipa ni bil 13.15 kwa Halmashauri ya jiji la Dsm ni 4.2 bil  tafsiri yake fedha hizo zimepigwa. Madai,yalitoka kwenda......",,1,10,34,['https://pbs.twimg.com/media/FtbRVtCXsAE3_lC?format=jpg&name=small'],https://twitter.com/NectoKitiga/status/1645732887608655873
#WenyeNchiWananchi,@KatibaMpyaTz_,2023-04-05T04:45:17.000Z,"#WenyeNchiWananchi
@KatibaMpyaTz_
·
Apr 5","“Polisi wamegeuka genge la kutuhumiwa kila siku kuteka watu, wamekuwa si watenda haki tena, utendaji wa haki ni matokeo ya katiba bora tupiganie #KatibaMpya bora ” — 
@Kuyajr1L
 #KatibaMpya #WenyeNchiWananchi VIDEO : https://bit.ly/3JDWJCf",,1,22,4,['https://pbs.twimg.com/media/Fs7LrnzWwAAO3h8?format=jpg&name=small'],https://twitter.com/KatibaMpyaTz_/status/1643474866526363649
iam_Jac,@Iam_jac5,2023-04-06T07:30:21.000Z,"iam_Jac
@Iam_jac5
·
Apr 6","“Tuna katiba ya ajabu kiasi kwamba watu wakifanya mambo maovu badala ya kuwajibishwa ila wanapewa zawadi ya teuzi kama kina Kingai na Wambura, #KatibaMpya ni muhimu” — 
@Abdiazizmohd786
 #KatibaMpya  #WenyeNchiWananchi  VIDEO : https://bit.ly/3JDWJCf",,,19,3,['https://pbs.twimg.com/media/FtA7DfLXwAEQCKh?format=jpg&name=small'],https://twitter.com/Iam_jac5/status/1643878797568098305
Antiviral Drug,@sheby_yahya,2023-04-09T16:51:19.000Z,"Antiviral Drug
@sheby_yahya
·
Apr 9","Ndio maana tunasema hii awamu Ni tofauti Sana na nyengine, sema tu watu wamezoea kubwekewa na kugombwa Kama watoto, huku wengine wakipotezwa/kutekwa saivi wanaona Ni awamu dhaifu kisa haiteki mtu,  Ila sisi mama 
@SuluhuSamia
 tunamuelewa sana, majizi hayana nafasi kwenye awamu hii",,25,15,50,['https://pbs.twimg.com/media/FtSYNMIXoAs83-R?format=jpg&name=small'],https://twitter.com/sheby_yahya/status/1645107130117107712
Necto Kitiga,@NectoKitiga,2023-04-11T11:03:25.000Z,"Necto Kitiga
@NectoKitiga
·
Apr 11","""Tunaenda kuwawajibisha wabunge,tunasema tuna mbunge Profesa vitu vinavyotokea kwenye ripoti yake ni vya aibu,tunadanganywa figure za hela yupo, masoko yanaambiwa vizimba havina watu lkn kuna watu wana shida na vizimba,mbunge huyo ana faida gani?Tunaenda kumshtaki kwa wananchi.""",,2,7,35,['https://pbs.twimg.com/media/FtbbxORWwAIKLEj?format=jpg&name=small'],https://twitter.com/NectoKitiga/status/1645744357570478082
JA KISUMO,@Ongebwana,2023-04-11T15:13:39.000Z,"JA KISUMO
@Ongebwana
·
Apr 11","Wajaluo wanakufa njaa.
Wajaluo watu wa kung'oa reli.
Wajaluo wanateseka.

Walaluo! Wajaluo!
Mpaka lini mtaacha kusumbua yuropeans?

We produce and we fight what isn't right.
Wale wengine ni kukula na kukuwa odiangabuu.",,2,5,15,"['https://pbs.twimg.com/media/FtcU-N5acAMjaIW?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FtcU_VvaQAAguiV?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FtcVAnBagAsSuF3?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FtcVBxHakAM8zM7?format=jpg&name=360x360']",https://twitter.com/Ongebwana/status/1645807327063478272
#ElimikaWikiendi,@ElimikaWikiendi,2023-04-12T14:16:27.000Z,"#ElimikaWikiendi
@ElimikaWikiendi
·
16h","Kwa changamoto za dunia ya sasa katika ajira, kuwa na ujuzi wa ziada sio chaguo tena.

Je, una habari kuwa kupitia http://elimikahub.co.tz fursa hii inapatikana bila malipo? 

Huu ni wakati wako, jiunge na #elimikaHUB leo!",,,8,19,['https://pbs.twimg.com/media/FthRP8cXsAAE0Aa?format=jpg&name=small'],https://twitter.com/ElimikaWikiendi/status/1646155320509579264
iam_Jac,@Iam_jac5,2023-04-05T04:45:15.000Z,"iam_Jac
@Iam_jac5
·
Apr 5","“Polisi wamegeuka genge la kutuhumiwa kila siku kuteka watu, wamekuwa si watenda haki tena, utendaji wa haki ni matokeo ya katiba bora tupiganie #KatibaMpya bora ” — 
@Kuyajr1L
 #KatibaMpya #WenyeNchiWananchi VIDEO : https://bit.ly/3JDWJCf",,,22,4,['https://pbs.twimg.com/media/Fs7LrI1XwAEEATK?format=jpg&name=small'],https://twitter.com/Iam_jac5/status/1643474858469126146
Prof Utajua Hujui,@profutajuahujui,2023-04-11T09:07:33.000Z,"Prof Utajua Hujui
@profutajuahujui
·
Apr 11","""Serikali za mitaa ni muhimu kwa watu wote. Ukiona fedha za serikali za mitaa zimeibiwa, tafsiri yake zimeibiwa Dawa, Hospitali, Barabara na Shule."" 
@ExMayorUbungo
 
#UwajibikajiRipotiyaCAG",,,9,4,['https://pbs.twimg.com/media/FtbBP7VX0AI_m0R?format=jpg&name=small'],https://twitter.com/profutajuahujui/status/1645715195791122432
Edison Myinga,@EdisonMyinga1,2023-04-11T10:20:32.000Z,"Edison Myinga
@EdisonMyinga1
·
Apr 11","“Ofisi nyingi za serikali zimewekwa watu ambao ni wana CCM na ndugu wa viongozi kwa upendeleo, #KatibaMpya itaweka vipaumbele vya wananchi pasipo kufanya ubaguzi” — 
@DEUSDEDITHSOKA
 #KatibaMpya #WenyeNchiWananchi http://youtube.com/watch?v=6KbLZr…",,,12,2,['https://pbs.twimg.com/media/FtbR81uX0AI6uGY?format=png&name=small'],https://twitter.com/EdisonMyinga1/status/1645733562094698496
Dufla,@iamdufla,2023-04-07T12:11:45.000Z,"Dufla
@iamdufla
·
Apr 7",Kuna jamaa karibu tulimane pale stage Jana tukatenganishwa. Leo asubuhi nilimwona akitrain watu karate ni mungu tu jameni,🤼 🥹 😅,1,2,41,['https://pbs.twimg.com/media/FtHFDEHX0AAFv1s?format=jpg&name=small'],https://twitter.com/iamdufla/status/1644312002670522368
CHADEMA Jimbo la Hai,@ChademaHai,2023-04-11T10:21:23.000Z,"CHADEMA Jimbo la Hai
@ChademaHai
·
Apr 11","""Serikali za mitaa ni Muhimu kwa watu wote.Ukiona Fedha za Serikai za mitaa zimeibiwa,tafsiri yake zimeibiwaDawa, Hospitali, Barabara na Shule."" 
@ExMayorUbungo
 
#UwajibikajiRipotiyaCAG #KatibaMpya",,,12,7,['https://pbs.twimg.com/media/FtbSJX_WwAE7nX3?format=jpg&name=small'],https://twitter.com/ChademaHai/status/1645733776184451072
Adam's suleiman,@AdmireAs,2023-04-04T13:59:28.000Z,"Adam's suleiman
@AdmireAs
·
Apr 4","Baadhi ya watu wanaogopa kufa, na wengine wanaogopa njaa, 

utatuzi wake ni huu;

Basi muabauduni Mola wa nyumbaa hii ( Ka'bah ) Ambaye ambaye anawalisha kuwaokoa na Njaa, na akawapa amani kutokana na Khofu.

| Al-Quraysh 3-4 |",,2,8,52,['https://pbs.twimg.com/media/Fs4A7yFWcAIK02l?format=jpg&name=small'],https://twitter.com/AdmireAs/status/1643251944402632704
Speak it out daily,@NyandaAloys,2023-04-12T20:43:28.000Z,"Speak it out daily
@NyandaAloys
·
10h","Replying to 
@Cousin_420",🔔 🔔 🔔 😳 😳 👇 👇 👇 👇 👇 👇 👇,1,,2,"['https://pbs.twimg.com/media/FtiqFKpXgAMPG8-?format=jpg&name=small', 'https://pbs.twimg.com/media/FtiqGWYXgAAmSOF?format=jpg&name=360x360']",https://twitter.com/NyandaAloys/status/1646252715834593282
shabani kajala,@KajalaShabani,2023-04-08T18:11:41.000Z,"shabani kajala
@KajalaShabani
·
Apr 8","Replying to 
@SuluhuSamia",,1,1,2,['https://pbs.twimg.com/media/FtNhBTVaQAAahXK?format=jpg&name=small'],https://twitter.com/KajalaShabani/status/1644764968145887238
Antiviral Drug,@sheby_yahya,2023-04-07T13:12:46.000Z,"Antiviral Drug
@sheby_yahya
·
Apr 7","Haya mambo hatukayaona kabisa kipindi Cha nyuma ya kitajwa, Ila kwa vile mama 
@SuluhuSamia
 Ni muwazi wa kila kitu bila kuingilia kazi za sekta nyengine, hatimae CAG kagundua madudu haya, huu mradi ukikua mradi wa watu special kupiga hela Mara hii wameingia kwenye 18",,31,15,72,['https://pbs.twimg.com/media/FtHTAmTXwAMl6ho?format=jpg&name=small'],https://twitter.com/sheby_yahya/status/1644327356713107458
the dose...,@EliasBlessings,2023-04-06T04:09:14.000Z,"the dose...
@EliasBlessings
·
Apr 6","Replying to 
@MarthaKarua",,,,3,['https://pbs.twimg.com/media/FtANBXaWIAAg-ld?format=jpg&name=small'],https://twitter.com/EliasBlessings/status/1643828183630741509
Eric Mose,@ItsMose,2023-04-08T10:18:20.000Z,"Eric Mose
@ItsMose
·
Apr 8","#ad Watu wa Meru mko ready for pure sherehe? Tukutane  pale Checkmate Lounge Meru leo for some good vibes, good food and great beer tuserereke!  Wakadinali pia watakua area to serve great vibes and good music.
Entry ni Tusker zako mbili baridi.
@TuskerLager
 #TuskerFest",,,4,5,['https://pbs.twimg.com/media/FtL0q6SXoAACh9k?format=jpg&name=small'],https://twitter.com/ItsMose/status/1644645848364511233
